time,cpu0,cpu1,cpu2,cpu3,cpu4,cpu5,cpu6,cpu7,cpu8,cpu9,cpu10,cpu11,cpu12,cpu13,cpu14,cpu15,cpu16,cpu17,cpu18,cpu19,cpu20,cpu21,cpu22,cpu23,cpu24,cpu25,cpu26,cpu27,cpu28,cpu29,cpu30,cpu31,cpu32,cpu33,cpu34,cpu35,cpu36,cpu37,cpu38,cpu39,cpu40,cpu41,cpu42,cpu43,cpu44,cpu45,cpu46,cpu47,cpu48,cpu49,cpu50,cpu51,cpu52,cpu53,cpu54,cpu55,cpu56,cpu57,cpu58,cpu59,cpu60,cpu61,cpu62,cpu63,cpu64,cpu65,cpu66,cpu67,cpu68,cpu69,cpu70,cpu71,cpu72,cpu73,cpu74,cpu75,cpu76,cpu77,cpu78,cpu79,cpu80,cpu81,cpu82,cpu83,cpu84,cpu85,cpu86,cpu87,cpu88,cpu89,cpu90,cpu91,cpu92,cpu93,cpu94,cpu95,rss,kb_rd,kb_wr,kb_ccwr,iodelay
1718176105,2.0,0,0.0,0,0.0,0,0.0,0.0,2.0,0,1.0,0,0,0.0,0.0,6.0,1.0,0,1.0,0,92.0,29.0,2.0,0.0,0.0,0,0,0,0,0,2.0,0,0,0,0,9.0,10.0,0,1.0,11.0,1.0,0,1.0,0,0.0,0,0.0,0,0,0,9.0,0,0,0,0.0,0,0,0,0,8.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2.0,0,1.0,0,0.0,0,2.0,0,2.0,0,0.0,0,0.0,0,0,0,0,0,1.0,0,0,0,856060,0.0,0.0,0.0,0
1718176106,1.0,0,0.0,0,0.0,0,0.0,0.0,1.0,0,0.0,0,1.0,0.0,0.0,4.0,1.0,23.0,0.0,0,0.0,27.0,1.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,0,0.0,5.0,0.0,0,0.0,0,0.0,0.0,2.0,0,0.0,0,36.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,5.0,0.0,0,0.0,0,0.0,0,1.0,0,0,0,0,0,0.0,0,1.0,0,0.0,0,1.0,0,1.0,0,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,1406740,0.0,0.0,0.0,0
1718176107,3.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,9.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,10.0,1.0,3.0,2.0,2.0,0,10.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,0,2.0,0,2.0,0,1.0,0,1.0,0,1.0,0.0,2.0,1.0,2.0,2.0,0,2.0,1.0,0,2.0,0,2.0,0,3.0,0,1.0,0,3.0,0,9.0,0,1.0,0,2.0,0,2.0,0,2.0,0,2.0,0,2.0,0,3.0,0,3.0,0,2.0,0,9.0,0,1.0,0,10.0,0,1.0,0,1.0,0,1.0,0,1.0,0,2.0,0,1799944,0.0,0.0,0.0,0
1718176108,3.0,0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,0.0,3.0,3.0,3.0,3.0,0,0.0,2.0,4.0,3.0,3.0,3.0,4.0,0,0.0,0,3.0,0,4.0,0,3.0,0,3.0,0,3.0,0.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,0,4.0,0,3.0,0,3.0,0,3.0,0,3.0,0,0.0,0,3.0,0,3.0,0,4.0,3.0,4.0,3.0,4.0,0,0,3.0,0.0,0,3.0,0,3.0,0,0.0,0,4.0,0,3.0,0,2.0,0,3.0,0,3.0,0,3.0,0,3.0,0,2130952,0.0,0.0,0.0,0
1718176109,1.0,1.0,2.0,1.0,0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0,2.0,1.0,2.0,0,1.0,0,1.0,0,1.0,0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0,1.0,0,1.0,0,1.0,0,1.0,0,1.0,0,0.0,0,2.0,0,2.0,0,1.0,1.0,1.0,1.0,1.0,0,0,1.0,0.0,0,1.0,0,1.0,0,0.0,0,1.0,0,1.0,0,0,0,2.0,0,2.0,0,1.0,0,1.0,0,2560312,0.0,0.0,0.0,0
1718176110,0.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,100.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,2954276,0.0,0.0,0.0,0
1718176111,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0,0.0,2.0,1.0,0,1.0,1.0,0.0,2.0,1.0,0,1.0,0,2.0,0,2.0,0,1.0,0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,0,1.0,0,3.0,0,1.0,0,1.0,0,2.0,0,0.0,0,1.0,0,2.0,0,1.0,2.0,1.0,3.0,1.0,0,0,1.0,0.0,0,1.0,98.0,1.0,0,0.0,0,2.0,0,2.0,0,0,0,0,0,1.0,0,2.0,0,1.0,0,3057956,0.0,0.0,0.0,0
1718176112,0.0,12.0,12.0,13.0,11.0,12.0,11.0,12.0,0.0,12.0,12.0,0,11.0,13.0,12.0,13.0,0.0,0.0,12.0,12.0,12.0,0,12.0,12.0,13.0,0,0,12.0,12.0,12.0,12.0,0,13.0,0.0,11.0,11.0,12.0,0,13.0,13.0,0.0,12.0,13.0,12.0,0,13.0,12.0,12.0,12.0,0,0,0,11.0,0,13.0,0,13.0,0,12.0,0,0.0,0,12.0,0,12.0,0,13.0,11.0,12.0,12.0,12.0,0,12.0,12.0,0.0,0,13.0,86.0,12.0,0,0.0,12.0,12.0,0,11.0,0,11.0,0,0,0,11.0,0,12.0,0,12.0,12.0,3407396,0.0,0.0,0.0,0
1718176113,0.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0,1.0,1.0,0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,3.0,0,1.0,2.0,0.0,0,0,2.0,2.0,1.0,2.0,0,2.0,0.0,2.0,2.0,1.0,0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0,0,0,2.0,0,2.0,0,2.0,0,2.0,0,0.0,0,2.0,0,1.0,0,2.0,2.0,2.0,2.0,2.0,0,0,2.0,0.0,0,1.0,99.0,2.0,0,0.0,2.0,1.0,0,2.0,0,2.0,0,0,0,2.0,0,3.0,0,2.0,2.0,3483428,0.0,0.0,0.0,0
1718176114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,99.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,3490340,0.0,0.0,0.0,0
1718176115,0.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,2.0,0,3.0,3.0,2.0,3.0,2.0,0,2.0,2.0,1.0,0,2.0,1.0,0.0,0.0,0,2.0,2.0,2.0,2.0,0,1.0,0,2.0,3.0,3.0,0,3.0,2.0,0.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,0,0,0,2.0,0,1.0,0,1.0,0,2.0,0,0.0,0,2.0,0,2.0,0,1.0,2.0,3.0,2.0,2.0,0,0,2.0,0.0,0,2.0,98.0,2.0,0,0.0,3.0,3.0,0,2.0,0,2.0,0,0,0,3.0,0,1.0,0,2.0,1.0,3574820,0.0,0.0,0.0,0
1718176116,0.0,2.0,3.0,3.0,3.0,3.0,3.0,0,0.0,2.0,3.0,0,2.0,2.0,3.0,2.0,2.0,0,2.0,3.0,3.0,0,3.0,3.0,0.0,1.0,0,3.0,3.0,4.0,2.0,0,3.0,0.0,3.0,3.0,2.0,0,2.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,0,0,0,3.0,0,3.0,3.0,3.0,0,3.0,0,0.0,0,2.0,0,3.0,0,3.0,3.0,2.0,2.0,3.0,0,0,3.0,0.0,0,3.0,97.0,3.0,0,0.0,2.0,2.0,0,3.0,0,3.0,0,0,0,2.0,0,3.0,0,3.0,3.0,3709988,0.0,0.0,0.0,0
1718176117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3709988,28928.0,0.0,0.0,0
1718176118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,99.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,3941156,0.0,0.0,0.0,0
1718176119,12.0,12.0,11.0,0,11.0,0,11.0,0,12.0,0,12.0,0,11.0,0.0,12.0,11.0,0.0,0.0,12.0,12.0,12.0,0,12.0,12.0,12.0,0,13.0,11.0,11.0,88.0,12.0,0,12.0,0,11.0,0,12.0,0,11.0,11.0,11.0,12.0,12.0,0,12.0,11.0,11.0,0,12.0,0,12.0,0,11.0,0,12.0,12.0,12.0,12.0,12.0,0,0.0,0,12.0,0,13.0,0,13.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,11.0,12.0,12.0,12.0,12.0,0,12.0,0,0.0,0,0.0,0,12.0,0,12.0,0,12.0,0,12.0,0,1.0,12.0,4278308,0.0,0.0,0.0,0
1718176120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4278308,0.0,0.0,0.0,0
1718176121,2.0,2.0,3.0,0,2.0,0,0.0,0,1.0,0,2.0,0,3.0,0.0,2.0,3.0,0.0,0.0,2.0,2.0,2.0,0,2.0,2.0,2.0,0,2.0,3.0,3.0,97.0,2.0,0,2.0,0,3.0,0,2.0,0,2.0,2.0,3.0,2.0,2.0,0,2.0,3.0,3.0,0,1.0,0,2.0,0,2.0,0,2.0,2.0,2.0,3.0,2.0,0,0.0,0,2.0,0,2.0,0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0,2.0,0,0.0,0,3.0,0,0,0,2.0,0,3.0,0,2.0,0,0,2.0,4375844,0.0,0.0,0.0,0
1718176122,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,101.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,4375844,0.0,0.0,0.0,0
1718176123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4375844,0.0,0.0,0.0,0
1718176124,3.0,3.0,4.0,0,3.0,0,0.0,0,4.0,0,3.0,0,4.0,0.0,4.0,4.0,0.0,0,0.0,3.0,3.0,0,4.0,4.0,3.0,0.0,3.0,3.0,4.0,0.0,4.0,0,4.0,0,3.0,0,3.0,0,4.0,4.0,3.0,3.0,3.0,0,3.0,3.0,3.0,0,4.0,0,4.0,0,3.0,0,3.0,3.0,3.0,2.0,3.0,0,0.0,0,4.0,0,3.0,0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0,3.0,0,3.0,0,3.0,0,4.0,0,3.0,0,3.0,0,3.0,0,0,3.0,4471844,0.0,0.0,0.0,0
1718176125,0,101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4471844,32000.0,0.0,0.0,0
1718176126,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4471844,22784.0,0.0,0.0,0
1718176127,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,4683812,0.0,0.0,0.0,0
1718176128,26.0,25.0,24.0,0,25.0,0,1.0,0,25.0,0,0.0,0,24.0,24.0,24.0,24.0,0.0,24.0,0.0,25.0,26.0,0,25.0,0.0,0.0,0.0,25.0,0,24.0,0.0,25.0,0,24.0,0,25.0,24.0,24.0,0,24.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,0,25.0,0,23.0,0,25.0,0,25.0,25.0,25.0,26.0,25.0,0,0.0,0,25.0,0,25.0,0,24.0,0,25.0,24.0,25.0,25.0,25.0,25.0,0.0,26.0,24.0,25.0,25.0,0,25.0,0,25.0,0,25.0,0,24.0,0,26.0,0,24.0,0,25.0,0,0.0,25.0,5087780,0.0,0.0,0.0,0
1718176129,0.0,4.0,5.0,4.0,0,3.0,0.0,3.0,4.0,5.0,0.0,5.0,5.0,5.0,4.0,4.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,0.0,4.0,4.0,3.0,4.0,4.0,0,5.0,4.0,0.0,4.0,0,4.0,4.0,3.0,3.0,4.0,0,0.0,0,0,0,3.0,0,4.0,0,0,4.0,3.0,4.0,4.0,4.0,0.0,3.0,0.0,4.0,4.0,0,0.0,0,4.0,0,0.0,0,0,0,4.0,0,0,0,0.0,0,4.0,4.0,5183780,0.0,0.0,0.0,0
1718176130,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,5777444,0.0,0.0,0.0,0
1718176131,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,6126116,0.0,0.0,0.0,0
1718176132,0,101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6126116,31104.0,0.0,0.0,0
1718176133,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6126116,19200.0,0.0,0.0,0
1718176134,0.0,99.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,6126116,0.0,0.0,0.0,0
1718176135,22.0,79.0,21.0,21.0,20.0,0,0.0,22.0,22.0,21.0,0.0,22.0,21.0,21.0,22.0,22.0,0.0,22.0,0.0,21.0,0,0,0.0,23.0,0.0,20.0,21.0,22.0,22.0,0,21.0,22.0,21.0,21.0,20.0,22.0,21.0,22.0,21.0,22.0,21.0,22.0,0.0,22.0,23.0,22.0,22.0,21.0,0,22.0,22.0,0.0,21.0,0,21.0,22.0,22.0,22.0,21.0,0,0.0,23.0,0,0,23.0,0,22.0,0,22.0,21.0,22.0,22.0,21.0,22.0,0.0,22.0,0.0,22.0,21.0,0,0.0,0,21.0,0,0.0,0,0,0,22.0,0,0,0,0.0,0,22.0,22.0,6126116,0.0,0.0,0.0,0
1718176136,0.0,99.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,6126884,0.0,0.0,0.0,0
1718176137,2.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,3.0,0,2.0,0.0,1.0,0.0,3.0,2.0,3.0,1.0,0.0,2.0,2.0,3.0,3.0,0,2.0,0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,0,0,2.0,2.0,2.0,2.0,0,0.0,2.0,0,0,0,0,0,0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,3.0,0,0.0,0,0.0,0,3.0,2.0,0,0,2.0,0,0,0,0.0,0,0,2.0,6186788,0.0,0.0,0.0,0
1718176138,0,99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6186788,30208.0,0.0,0.0,0
1718176139,0.0,100.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6186788,0.0,0.0,0.0,0
1718176140,0.0,100.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6186788,0.0,0.0,0.0,0
1718176141,0.0,3.0,2.0,2.0,3.0,3.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,0.0,3.0,0,2.0,0.0,3.0,0.0,2.0,3.0,2.0,3.0,0,3.0,3.0,2.0,2.0,0,3.0,0,2.0,0.0,3.0,3.0,2.0,0.0,3.0,0,3.0,2.0,2.0,2.0,3.0,2.0,0,2.0,0.0,0,2.0,3.0,3.0,3.0,0,0.0,2.0,0,0,0,0,0,0,2.0,3.0,2.0,2.0,3.0,2.0,0.0,2.0,0.0,2.0,2.0,0,0.0,2.0,0.0,0,0.0,2.0,0,0,2.0,0,0,0,0.0,0,2.0,3.0,6189092,0.0,0.0,0.0,0
1718176142,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6189092,0.0,0.0,0.0,0
1718176143,0.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6189092,0.0,0.0,0.0,0
1718176144,0.0,101.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6189092,0.0,0.0,0.0,0
1718176145,0.0,2.0,4.0,3.0,2.0,3.0,0.0,3.0,3.0,2.0,0.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,0.0,2.0,0,3.0,2.0,2.0,0.0,3.0,2.0,3.0,3.0,0,3.0,3.0,3.0,3.0,0,2.0,0,3.0,0.0,3.0,3.0,4.0,0.0,3.0,0,2.0,3.0,3.0,4.0,2.0,3.0,0,3.0,1.0,0,3.0,2.0,3.0,2.0,0,0.0,3.0,0,0,0,0,0,0,3.0,2.0,3.0,3.0,2.0,3.0,0.0,3.0,0.0,3.0,3.0,0,0.0,3.0,0.0,0,0.0,3.0,0,0,3.0,0,0,0,0.0,0,3.0,2.0,6191396,0.0,0.0,0.0,0
1718176146,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6191396,30848.0,0.0,0.0,0
1718176147,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6191396,30720.0,0.0,0.0,0
